resample_index,matched_early_ap50,reliability_p015_ap50,diff_reliability_minus_early_ap50,matched_early_ap75,reliability_p015_ap75,diff_reliability_minus_early_ap75,matched_early_f1,reliability_p015_f1,diff_reliability_minus_early_f1
25,0.9412705375633577,0.96039483217759,0.019124294614232373,0.8296374739345538,0.8855216003633526,0.05588412642879881,0.8948285555573467,0.9158001654387011,0.02097160988135438
26,0.943596484706597,0.9618754284489524,0.01827894374235539,0.8251262455022566,0.8796865339126236,0.054560288410367086,0.8963815176606649,0.9155755427428369,0.01919402508217205
27,0.9403324612486919,0.9580155223390032,0.01768306109031137,0.8177189814317658,0.8624924644373142,0.0447734830055484,0.8948448550416932,0.9152251102152139,0.02038025517352071
28,0.9427238431247451,0.9587646560459471,0.016040812921201963,0.8197974418489263,0.8750084332369046,0.05521099138797825,0.8948879479304759,0.9135856008841897,0.01869765295371384
29,0.943998901217298,0.9602775346805961,0.016278633463298053,0.8245409665536152,0.8764232262913787,0.0518822597377635,0.895357223055875,0.9135295388016544,0.018172315745779488
30,0.9395673376017483,0.9581466689047787,0.018579331303030466,0.8212506103411626,0.8799125599462954,0.05866194960513271,0.8928949617648214,0.9125757598511082,0.019680798086286755
31,0.9356852186838651,0.9537058253754718,0.018020606691606655,0.8119320406080823,0.8650816609108002,0.05314962030271786,0.8909841057880679,0.9084876481105661,0.01750354232249829
32,0.9403992991848263,0.9573028991140207,0.016903599929194324,0.8212082214550758,0.8748565766018611,0.05364835514678534,0.8951785298989525,0.9143649230721984,0.019186393173245886
33,0.9366857583948744,0.9563256274457514,0.019639869050877,0.8178541748138676,0.8759460331091145,0.05809185829524688,0.8904753508338559,0.9119491245685127,0.021473773734656865
34,0.9401890124925155,0.9566360618412664,0.016447049348750853,0.8272554804011943,0.8852493777469551,0.05799389734576077,0.8959421148748051,0.9142755980617792,0.01833348318697403
35,0.9450193334715404,0.9630949980967405,0.01807566462520005,0.8283464888250407,0.8831555806839544,0.054809091858913694,0.89817303649641,0.9170237879173604,0.018850751420950385
36,0.9425261015417656,0.9612908612102218,0.018764759668456144,0.826004606927037,0.8827356659595577,0.056731059032520625,0.8970550584077948,0.9163812813524939,0.0193262229446991
37,0.9424945727319064,0.9600093738089062,0.017514801076999764,0.8182828338554871,0.8813609140381647,0.06307808018267769,0.8973787910341358,0.9148028339564154,0.017424042922279614
38,0.941609321394231,0.9598192136713521,0.01820989227712111,0.8272843471429013,0.8802480880049941,0.05296374086209277,0.8934581795062796,0.9134130716493789,0.019954892143099312
39,0.9375757204052588,0.9576209390075374,0.02004521860227859,0.8135660215609151,0.8684659567198141,0.054899935158899016,0.8925329951227114,0.9109976582761169,0.018464663153405447
40,0.9425263383264517,0.9605992121029565,0.018072873776504794,0.8151128494917917,0.8748566121262855,0.05974376263449377,0.896332793376722,0.9131358076524757,0.016803014275753703
