START train/ra_static_equal_seed2 2026-07-13T01:31:37+08:00
COMMAND C:\Users\xinnan\.conda\envs\pytorch\python.exe E:\RepViT-main\rarepdet\train_early_fusion.py --model ra_static_equal --data D:\download\triair --train-split E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_train.txt --val-split E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_val.txt --epochs 50 --batch-size 4 --img-size 640 --device cuda --lr 1e-4 --num-workers 0 --modality-dropout 0.00 --seed 2 --out E:\RepViT-main\runs\v48_complete_ablation\training\ra_static_equal_seed2
Using device: cuda
requested_seed: 2
deterministic_algorithms: warn_only
cudnn_deterministic: True
cudnn_benchmark: False
=== TriAirDataset Summary ===
data_root: D:\download\triair
image_dir: D:\download\triair\data\images
label_dir: D:\download\triair\data\labels
split_file: E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_train.txt
mode: rgbte
channels: (0, 1, 2, 3, 4)
total images: 7439
images with label txt: 7011
images without label txt: 428
empty label txt files: 1
total boxes: 22480
class distribution:
  class 0: 22480
=== TriAirDataset Summary ===
data_root: D:\download\triair
image_dir: D:\download\triair\data\images
label_dir: D:\download\triair\data\labels
split_file: E:\RepViT-main\reproducibility\v40_expanded_adjacency_component_split_v2\manifests\v40_expanded_adjacency_component_disjoint_val.txt
mode: rgbte
channels: (0, 1, 2, 3, 4)
total images: 2213
images with label txt: 1971
images without label txt: 242
empty label txt files: 0
total boxes: 5867
class distribution:
  class 0: 5867
train samples: 7439
val samples: 2213
params: 6592458
gflops: skipped (no project-compatible detector GFLOPs helper wired yet)
total train iterations per epoch: 1860
epoch 1/50 iter 1300/1860 loss=1.0608 mean_loss=1.2735 classification=0.2364, bbox_regression=0.2199, bbox_ctrness=0.6045
epoch 1/50 iter 1320/1860 loss=0.9966 mean_loss=1.2703 classification=0.1777, bbox_regression=0.2000, bbox_ctrness=0.6189
epoch 1/50 iter 1340/1860 loss=0.9537 mean_loss=1.2677 classification=0.1669, bbox_regression=0.1661, bbox_ctrness=0.6208
epoch 1/50 iter 1360/1860 loss=1.2023 mean_loss=1.2649 classification=0.2850, bbox_regression=0.2790, bbox_ctrness=0.6383
epoch 1/50 iter 1380/1860 loss=1.0749 mean_loss=1.2618 classification=0.2382, bbox_regression=0.2181, bbox_ctrness=0.6186
epoch 1/50 iter 1400/1860 loss=0.9979 mean_loss=1.2587 classification=0.1961, bbox_regression=0.2004, bbox_ctrness=0.6015
epoch 1/50 iter 1420/1860 loss=1.4127 mean_loss=1.2561 classification=0.4657, bbox_regression=0.3255, bbox_ctrness=0.6215
epoch 1/50 iter 1440/1860 loss=0.9214 mean_loss=1.2542 classification=0.1641, bbox_regression=0.1398, bbox_ctrness=0.6175
epoch 1/50 iter 1460/1860 loss=1.0098 mean_loss=1.2511 classification=0.2539, bbox_regression=0.1571, bbox_ctrness=0.5987
epoch 1/50 iter 1480/1860 loss=1.1529 mean_loss=1.2481 classification=0.2718, bbox_regression=0.2660, bbox_ctrness=0.6151
epoch 1/50 iter 1500/1860 loss=0.9871 mean_loss=1.2455 classification=0.1864, bbox_regression=0.1916, bbox_ctrness=0.6091
epoch 1/50 iter 1520/1860 loss=1.1027 mean_loss=1.2429 classification=0.2646, bbox_regression=0.2283, bbox_ctrness=0.6099
epoch 1/50 iter 1540/1860 loss=1.0511 mean_loss=1.2401 classification=0.2207, bbox_regression=0.2204, bbox_ctrness=0.6100
epoch 1/50 iter 1560/1860 loss=0.9451 mean_loss=1.2376 classification=0.1397, bbox_regression=0.1875, bbox_ctrness=0.6179
epoch 1/50 iter 1580/1860 loss=1.0809 mean_loss=1.2350 classification=0.1944, bbox_regression=0.2525, bbox_ctrness=0.6340
epoch 1/50 iter 1600/1860 loss=0.9125 mean_loss=1.2322 classification=0.1504, bbox_regression=0.1527, bbox_ctrness=0.6094
epoch 1/50 iter 1620/1860 loss=0.8935 mean_loss=1.2296 classification=0.1352, bbox_regression=0.1484, bbox_ctrness=0.6098
epoch 1/50 iter 1640/1860 loss=0.9728 mean_loss=1.2270 classification=0.1773, bbox_regression=0.1819, bbox_ctrness=0.6136
epoch 1/50 iter 1660/1860 loss=0.9871 mean_loss=1.2251 classification=0.1589, bbox_regression=0.2066, bbox_ctrness=0.6216
epoch 1/50 iter 1680/1860 loss=0.9751 mean_loss=1.2226 classification=0.2034, bbox_regression=0.1609, bbox_ctrness=0.6109
epoch 1/50 iter 1700/1860 loss=1.0431 mean_loss=1.2202 classification=0.2097, bbox_regression=0.2216, bbox_ctrness=0.6119
epoch 1/50 iter 1720/1860 loss=1.1579 mean_loss=1.2179 classification=0.2978, bbox_regression=0.2200, bbox_ctrness=0.6401
epoch 1/50 iter 1740/1860 loss=1.0482 mean_loss=1.2157 classification=0.2494, bbox_regression=0.1750, bbox_ctrness=0.6238
epoch 1/50 iter 1760/1860 loss=0.9566 mean_loss=1.2134 classification=0.1667, bbox_regression=0.1869, bbox_ctrness=0.6030
epoch 1/50 iter 1780/1860 loss=1.0848 mean_loss=1.2111 classification=0.2244, bbox_regression=0.2362, bbox_ctrness=0.6242
epoch 1/50 iter 1800/1860 loss=1.0393 mean_loss=1.2090 classification=0.2299, bbox_regression=0.1949, bbox_ctrness=0.6145
epoch 1/50 iter 1820/1860 loss=0.9901 mean_loss=1.2067 classification=0.1914, bbox_regression=0.1756, bbox_ctrness=0.6231
epoch 1/50 iter 1840/1860 loss=1.0369 mean_loss=1.2044 classification=0.2219, bbox_regression=0.2115, bbox_ctrness=0.6035
epoch 1/50 iter 1860/1860 loss=0.9604 mean_loss=1.2025 classification=0.1599, bbox_regression=0.1836, bbox_ctrness=0.6169
epoch 1 validation Precision=0.0457 Recall=0.9872 AP50=0.8834 AP75=0.6031 eval_fps=10.52 epoch_time_sec=1024.1
saved checkpoint: E:\RepViT-main\runs\v48_complete_ablation\training\ra_static_equal_seed2\weights\last.pt
new best AP50=0.8834; saved checkpoint: E:\RepViT-main\runs\v48_complete_ablation\training\ra_static_equal_seed2\weights\best.pt
epoch 2/50 iter 1/1860 loss=0.8870 mean_loss=0.8870 classification=0.1165, bbox_regression=0.1483, bbox_ctrness=0.6221
epoch 2/50 iter 20/1860 loss=1.0216 mean_loss=0.9892 classification=0.2120, bbox_regression=0.1921, bbox_ctrness=0.6175
epoch 2/50 iter 40/1860 loss=0.9764 mean_loss=0.9859 classification=0.1840, bbox_regression=0.1832, bbox_ctrness=0.6092
epoch 2/50 iter 60/1860 loss=0.9891 mean_loss=0.9937 classification=0.1758, bbox_regression=0.1996, bbox_ctrness=0.6137
epoch 2/50 iter 80/1860 loss=0.8523 mean_loss=0.9811 classification=0.1220, bbox_regression=0.1250, bbox_ctrness=0.6052
epoch 2/50 iter 100/1860 loss=1.0016 mean_loss=0.9812 classification=0.1828, bbox_regression=0.1932, bbox_ctrness=0.6257
epoch 2/50 iter 120/1860 loss=0.9815 mean_loss=0.9790 classification=0.1697, bbox_regression=0.1955, bbox_ctrness=0.6163
epoch 2/50 iter 140/1860 loss=1.0178 mean_loss=0.9814 classification=0.1918, bbox_regression=0.2098, bbox_ctrness=0.6162
epoch 2/50 iter 160/1860 loss=1.0472 mean_loss=0.9807 classification=0.2189, bbox_regression=0.2101, bbox_ctrness=0.6181
epoch 2/50 iter 180/1860 loss=1.0258 mean_loss=0.9809 classification=0.1801, bbox_regression=0.2271, bbox_ctrness=0.6187
epoch 2/50 iter 200/1860 loss=1.0150 mean_loss=0.9809 classification=0.1977, bbox_regression=0.2040, bbox_ctrness=0.6133
epoch 2/50 iter 220/1860 loss=1.0050 mean_loss=0.9784 classification=0.1826, bbox_regression=0.2026, bbox_ctrness=0.6198
epoch 2/50 iter 240/1860 loss=0.9644 mean_loss=0.9802 classification=0.1852, bbox_regression=0.1671, bbox_ctrness=0.6121
epoch 2/50 iter 260/1860 loss=0.8467 mean_loss=0.9787 classification=0.0776, bbox_regression=0.1503, bbox_ctrness=0.6188
epoch 2/50 iter 280/1860 loss=0.9773 mean_loss=0.9786 classification=0.1575, bbox_regression=0.1927, bbox_ctrness=0.6270
epoch 2/50 iter 300/1860 loss=0.9409 mean_loss=0.9795 classification=0.1545, bbox_regression=0.1645, bbox_ctrness=0.6219
epoch 2/50 iter 320/1860 loss=0.8961 mean_loss=0.9779 classification=0.1208, bbox_regression=0.1721, bbox_ctrness=0.6032
epoch 2/50 iter 340/1860 loss=1.0519 mean_loss=0.9789 classification=0.2385, bbox_regression=0.1944, bbox_ctrness=0.6190
epoch 2/50 iter 360/1860 loss=0.8553 mean_loss=0.9793 classification=0.0978, bbox_regression=0.1336, bbox_ctrness=0.6240
epoch 2/50 iter 380/1860 loss=0.8881 mean_loss=0.9778 classification=0.1229, bbox_regression=0.1561, bbox_ctrness=0.6090
epoch 2/50 iter 400/1860 loss=0.9611 mean_loss=0.9769 classification=0.1688, bbox_regression=0.1744, bbox_ctrness=0.6180
epoch 2/50 iter 420/1860 loss=0.8592 mean_loss=0.9756 classification=0.1375, bbox_regression=0.1348, bbox_ctrness=0.5869
epoch 2/50 iter 440/1860 loss=0.8753 mean_loss=0.9743 classification=0.1499, bbox_regression=0.1240, bbox_ctrness=0.6014
epoch 2/50 iter 460/1860 loss=0.9241 mean_loss=0.9749 classification=0.1629, bbox_regression=0.1689, bbox_ctrness=0.5923
epoch 2/50 iter 480/1860 loss=1.0090 mean_loss=0.9737 classification=0.1991, bbox_regression=0.1880, bbox_ctrness=0.6219
epoch 2/50 iter 500/1860 loss=0.8904 mean_loss=0.9721 classification=0.1297, bbox_regression=0.1516, bbox_ctrness=0.6092
epoch 2/50 iter 520/1860 loss=0.9258 mean_loss=0.9699 classification=0.1538, bbox_regression=0.1783, bbox_ctrness=0.5937
epoch 2/50 iter 540/1860 loss=0.9971 mean_loss=0.9686 classification=0.2186, bbox_regression=0.1835, bbox_ctrness=0.5950
epoch 2/50 iter 560/1860 loss=0.9170 mean_loss=0.9679 classification=0.1090, bbox_regression=0.1793, bbox_ctrness=0.6287
epoch 2/50 iter 580/1860 loss=0.8910 mean_loss=0.9679 classification=0.1333, bbox_regression=0.1510, bbox_ctrness=0.6067
epoch 2/50 iter 600/1860 loss=0.9832 mean_loss=0.9672 classification=0.1773, bbox_regression=0.2004, bbox_ctrness=0.6056
epoch 2/50 iter 620/1860 loss=0.9563 mean_loss=0.9669 classification=0.1986, bbox_regression=0.1450, bbox_ctrness=0.6128
epoch 2/50 iter 640/1860 loss=1.0277 mean_loss=0.9661 classification=0.1999, bbox_regression=0.2040, bbox_ctrness=0.6238
epoch 2/50 iter 660/1860 loss=1.0519 mean_loss=0.9656 classification=0.2308, bbox_regression=0.1869, bbox_ctrness=0.6342
epoch 2/50 iter 680/1860 loss=0.8946 mean_loss=0.9649 classification=0.1492, bbox_regression=0.1420, bbox_ctrness=0.6033
epoch 2/50 iter 700/1860 loss=0.9954 mean_loss=0.9646 classification=0.2204, bbox_regression=0.1614, bbox_ctrness=0.6136
epoch 2/50 iter 720/1860 loss=0.9456 mean_loss=0.9646 classification=0.1866, bbox_regression=0.1471, bbox_ctrness=0.6119
epoch 2/50 iter 740/1860 loss=0.8515 mean_loss=0.9646 classification=0.1198, bbox_regression=0.1302, bbox_ctrness=0.6014
epoch 2/50 iter 760/1860 loss=0.9152 mean_loss=0.9637 classification=0.1291, bbox_regression=0.1808, bbox_ctrness=0.6054
epoch 2/50 iter 780/1860 loss=0.9885 mean_loss=0.9634 classification=0.1870, bbox_regression=0.1826, bbox_ctrness=0.6189
epoch 2/50 iter 800/1860 loss=0.9783 mean_loss=0.9630 classification=0.1654, bbox_regression=0.1965, bbox_ctrness=0.6165
epoch 2/50 iter 820/1860 loss=0.8835 mean_loss=0.9623 classification=0.1157, bbox_regression=0.1469, bbox_ctrness=0.6209
epoch 2/50 iter 840/1860 loss=1.1425 mean_loss=0.9626 classification=0.2904, bbox_regression=0.2386, bbox_ctrness=0.6136
epoch 2/50 iter 860/1860 loss=0.9855 mean_loss=0.9619 classification=0.2218, bbox_regression=0.1603, bbox_ctrness=0.6033
epoch 2/50 iter 880/1860 loss=0.9927 mean_loss=0.9616 classification=0.1936, bbox_regression=0.1773, bbox_ctrness=0.6218
epoch 2/50 iter 900/1860 loss=0.9663 mean_loss=0.9619 classification=0.1813, bbox_regression=0.1841, bbox_ctrness=0.6009
epoch 2/50 iter 920/1860 loss=0.9493 mean_loss=0.9610 classification=0.1565, bbox_regression=0.1698, bbox_ctrness=0.6230
epoch 2/50 iter 940/1860 loss=1.0155 mean_loss=0.9614 classification=0.1840, bbox_regression=0.2129, bbox_ctrness=0.6186
epoch 2/50 iter 960/1860 loss=0.9864 mean_loss=0.9607 classification=0.1801, bbox_regression=0.1812, bbox_ctrness=0.6251
epoch 2/50 iter 980/1860 loss=0.8924 mean_loss=0.9604 classification=0.1083, bbox_regression=0.1579, bbox_ctrness=0.6262
epoch 2/50 iter 1000/1860 loss=1.0253 mean_loss=0.9603 classification=0.1957, bbox_regression=0.2087, bbox_ctrness=0.6209
epoch 2/50 iter 1020/1860 loss=0.9810 mean_loss=0.9604 classification=0.1979, bbox_regression=0.1856, bbox_ctrness=0.5975
epoch 2/50 iter 1040/1860 loss=0.9268 mean_loss=0.9603 classification=0.1778, bbox_regression=0.1388, bbox_ctrness=0.6101
