component_id,node_count,v39_train_count,v39_validation_count,v39_guard_count,v39_outside_count,represented_in_both_train_validation,source_tvcc_components
cdc_1368,5,5,0,0,0,no,
cdc_1369,3,3,0,0,0,no,
cdc_1370,4,4,0,0,0,no,
cdc_1371,3,3,0,0,0,no,
cdc_1372,7,7,0,0,0,no,
cdc_1373,3,3,0,0,0,no,
cdc_1374,2,2,0,0,0,no,
cdc_1375,5,5,0,0,0,no,
cdc_1376,3,3,0,0,0,no,
cdc_1377,2,2,0,0,0,no,
cdc_1378,2,2,0,0,0,no,
cdc_1379,2,2,0,0,0,no,
cdc_1380,2,2,0,0,0,no,
cdc_1381,2,2,0,0,0,no,
cdc_1382,2,2,0,0,0,no,
cdc_1383,2,2,0,0,0,no,
cdc_1384,2,2,0,0,0,no,
cdc_1385,2,2,0,0,0,no,
cdc_1386,5,5,0,0,0,no,
cdc_1387,2,2,0,0,0,no,
cdc_1388,6,0,6,0,0,no,tvcc_0041
cdc_1389,3,3,0,0,0,no,
cdc_1390,2,2,0,0,0,no,
cdc_1391,2,2,0,0,0,no,
cdc_1392,10,10,0,0,0,no,
cdc_1393,2,2,0,0,0,no,
cdc_1394,2,2,0,0,0,no,
cdc_1395,4,4,0,0,0,no,
cdc_1396,2,2,0,0,0,no,
cdc_1397,4,4,0,0,0,no,
cdc_1398,2,2,0,0,0,no,
cdc_1399,2,2,0,0,0,no,
cdc_1400,3,3,0,0,0,no,
cdc_1401,2,2,0,0,0,no,
cdc_1402,2,2,0,0,0,no,
cdc_1403,2,2,0,0,0,no,
cdc_1404,2,2,0,0,0,no,
cdc_1405,3,3,0,0,0,no,
cdc_1406,3,3,0,0,0,no,
cdc_1407,2,2,0,0,0,no,
cdc_1408,2,2,0,0,0,no,
cdc_1409,3,3,0,0,0,no,
cdc_1410,2,2,0,0,0,no,
cdc_1411,2,2,0,0,0,no,
cdc_1412,2,2,0,0,0,no,
cdc_1413,3,3,0,0,0,no,
cdc_1414,6,6,0,0,0,no,
cdc_1415,2,2,0,0,0,no,
cdc_1416,2,2,0,0,0,no,
cdc_1417,2,2,0,0,0,no,
cdc_1418,2,0,2,0,0,no,
cdc_1419,4,0,4,0,0,no,
cdc_1420,2,0,2,0,0,no,
cdc_1421,2,0,2,0,0,no,
cdc_1422,5,0,5,0,0,no,
cdc_1423,2,0,2,0,0,no,
cdc_1424,2,0,2,0,0,no,
